Patch ID,Execution,Task Name,Topology,Test,OperationsTotal,DocumentsTotal,SizeTotal,DurationTotal,OverheadTotal,ErrorsTotal,AverageLatency,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,LatencyMin,LatencyMax,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,ErrorRate
63e149bf3e8e862138abedc7,0,insert_only_hf_0_1_4,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,70048000000,6660303374,0,2742105.33851,173.77233,1427.592507994518,1427.592507994518,248076.07640475102,946238,236961490,2612382,3250727.4,3715441.733333333,4331999.199999996,6766360.473333248,4,4,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_1_8,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,34547000000,8437722331,0,2680595.07049,173.77233,2894.607346513446,2894.607346513446,503002.66303875885,958602,321649511,2623987.5,3017191.1999999997,3254436.0666666664,3518251.2999999993,4469892.736666653,8,8,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_4_1,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,194407000000,3417499263,0,1911319.22,173.77233,514.3847700957269,514.3847700957269,89385.8400160488,843163,131376594,1912563.5,2209930.1999999997,2607928.2,2842483.649999999,3427021.369999997,1,1,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_4_16,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,19143000000,13886624013,0,2989363.16505,173.77233,5223.84161312229,5223.84161312229,907759.1286632189,931009,639964425,2781278,3255958.1999999997,3593641.7,3941166.6499999957,5313791.736666653,16,16,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_4_4,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,55409000000,6178343640,0,2151748.07837,173.77233,1804.760959410926,1804.760959410926,313617.51700987207,879033,253717612,2177726,2699181.5999999996,2879031.966666667,3056177.049999999,3705236.2833333206,4,4,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_4_8,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,34412000000,8733136589,0,2686913.99573,173.77233,2905.9630361501804,2905.9630361501804,504975.9676856911,959068,346443158,2599991,3030041,3329034.1333333333,3683283.0999999987,4807330.099999995,8,8,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_8_1,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,188388000000,2915204449,0,1856159.85659,173.77233,530.8193727838291,530.8193727838291,92241.71921778457,835190,132510675,1885332.5,2162808.1999999997,2539440.6666666665,2800794.5999999973,3323905.4099999918,1,1,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_8_16,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,19713000000,12162110529,0,3084935.64626,173.77233,5072.794602546543,5072.794602546543,881511.3376959367,936979,573534496,2870936.5,3413442.8,3789630.2,4168557.8999999985,5187037.266666651,16,16,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_8_4,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,63506000000,6670803364,0,2480851.20528,173.77233,1574.6543633672409,1574.6543633672409,273631.3576669921,923592,220533917,2440692.5,2959125.4,3289457.0666666664,3739965.249999996,5442010.919999963,4,4,0
63e149bf3e8e862138abedc7,0,insert_only_hf_0_8_8,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,34961000000,9407231508,0,2707118.29171,173.77233,2860.3300820914733,2860.3300820914733,497046.2229341266,1011266,322166063,2644098.5,3033289.6,3284026.5666666664,3577917.5499999905,4871671.169999906,8,8,0
63e149bf3e8e862138abedc7,0,insert_only_hf_10_16_1,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,5804501000000,8484428648,0,57962216.14533,173.77233,17.228009780685714,17.228009780685714,2993.751400852545,22996140,164372096,58344681,61033106.6,61756771.766666666,62143136.9,63158710.22333333,1,1,0
63e149bf3e8e862138abedc7,0,insert_only_hf_10_16_16,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,2263112000000,8509821505,0,359124867.83028,173.77233,44.18694258171933,44.18694258171933,7678.467968001583,23382887,14552997355,262003584.5,448625852.59999985,584990733.7333333,763945702.4999986,1338191679.8633313,16,16,0
63e149bf3e8e862138abedc7,0,insert_only_hf_10_16_4,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,2005915000000,9084579806,0,79780467.43757,173.77233,49.85256105069258,49.85256105069258,8662.995690246098,32442104,1316688222,73980710,77573405.6,89595817.19999997,136119349.29999992,194159484.1499999,4,4,0
63e149bf3e8e862138abedc7,0,insert_only_hf_10_16_8,linux-1-node-replSet-fle.2022-11,InsertActor.load.inserts,100000,100000,17377233,1904291000000,7938322622,0,151513544.83507,173.77233,52.51298252210403,52.51298252210403,9125.303328115293,28176675,6677285328,127706369,149818588.6,235661019,281762567.9999994,441826201.3099975,8,8,0
