,Task,TaskName,Experiment,Phase,Query,QueryNumber,ContentionFactor,ThreadCount,AverageLatency,AverageLatencyMillis,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,ErrorRate,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,LatencyMax,LatencyMin,DurationTotal,ErrorsTotal,OperationsTotal,DocumentsTotal,SizeTotal,OverheadTotal
30,query_es2_4_8.load.inserts,query_es2_4_8,es2,load.inserts,load,load,4,8,12627617.88159,12.62761788159,156.5451,603.6715338911553,603.6715338911553,94501.82064014429,0.0,5871323.0,12672460.0,21275696.833333332,27381272.299999997,70267065.49333183,8,8,9096551639.0,2519444.0,165652999000.0,0.0,100000.0,100000.0,15654510.0,51882735056.0
31,query_es2_4_8.q1.reads,query_es2_4_8,es2,q1.reads,fixed_10: fixed_hf,1,4,8,587373.4831,0.5873734830999999,364.0,11876.498665675374,11876.498665675374,4323045.5143058365,0.0,552247.0,627779.8,698389.9333333333,790422.45,933458.703333334,8,8,2260957.0,485727.0,841999000.0,0.0,10000.0,10000.0,3640000.0,1373036578763.0
32,query_es2_4_8.q2.reads,query_es2_4_8,es2,q2.reads,fixed_10: uar,2,4,8,594905.962,0.594905962,369.0439,11013.215859030837,11013.215859030837,4064360.13215859,0.0,553961.5,664459.6000000001,714881.9666666667,822681.65,952890.4233333337,8,8,1741072.0,489108.0,908000000.0,0.0,10000.0,10000.0,3690439.0,1381381659595.0
33,query_es2_4_8.q3.reads,query_es2_4_8,es2,q3.reads,"uar_[6,10]: uar",3,4,8,644865.8288,0.6448658288000001,369.147,11001.112212444677,11001.112212444677,4061027.5698873154,0.0,612292.0,740719.8,822625.3666666667,883027.6,1047581.1800000002,8,8,1405687.0,462728.0,908999000.0,0.0,10000.0,10000.0,3691470.0,1394184579503.0
34,query_es2_4_8.q4.reads,query_es2_4_8,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,8,672638.6737,0.6726386737000001,369.1607,9487.675035744816,9487.675035744816,3502476.7575680814,0.0,608226.0,747531.4,831564.6333333333,901420.5499999998,1170595.0033333353,8,8,10439875.0,458495.0,1053998999.9999999,0.0,10000.0,10000.0,3691607.0,1407032327283.0
35,query_es2_4_16.load.inserts,query_es2_4_16,es2,load.inserts,load,load,4,16,14856463.28125,14.856463281250003,156.5451,977.2878308119308,977.2878308119308,152989.62120323678,0.0,6108160.5,15194929.000000002,22485426.466666665,30708049.399999987,92516651.7,16,16,10118674590.0,2521540.0,102324000000.0,0.0,100000.0,100000.0,15654510.0,198352444956.0
36,query_es2_4_16.q1.reads,query_es2_4_16,es2,q1.reads,fixed_10: fixed_hf,1,4,16,804503.2802,0.8045032802,366.0,17123.287671232876,17123.287671232876,6267123.2876712335,0.0,677344.5,973646.0,1085065.4,1339373.9499999997,1811169.2033333334,16,16,19947513.0,489799.0,584000000.0,0.0,10000.0,10000.0,3660000.0,1839195035365.0
37,query_es2_4_16.q2.reads,query_es2_4_16,es2,q2.reads,fixed_10: uar,2,4,16,835879.0645,0.8358790645,369.1182,15822.784810126583,15822.784810126583,5840477.848101266,0.0,696006.5,1060337.6,1199595.8333333335,1503335.4500000002,2117524.4566666805,16,16,18253867.0,482586.0,632000000.0,0.0,10000.0,10000.0,3691182.0,1851460891104.0
38,query_es2_4_16.q3.reads,query_es2_4_16,es2,q3.reads,"uar_[6,10]: uar",3,4,16,878814.8452,0.8788148452000001,369.1429,15673.98119122257,15673.98119122257,5785938.871473354,0.0,769323.0,1058492.6,1250411.0333333332,1446396.0499999998,1886032.8333333335,16,16,16908064.0,468498.0,638000000.0,0.0,10000.0,10000.0,3691429.0,1873059762827.0
39,query_es2_4_16.q4.reads,query_es2_4_16,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,16,882977.5806,0.8829775806,369.2068,15698.611771761023,15698.611771761023,5796034.216694218,0.0,761999.5,1052967.8,1245230.1333333333,1446010.7999999998,2095667.8000000007,16,16,20510525.0,476276.0,636999000.0,0.0,10000.0,10000.0,3692068.0,1894626963741.0
40,query_es2_8_1.load.inserts,query_es2_8_1,es2,load.inserts,load,load,8,1,4095137.26357,4.09513726357,156.5451,241.29469137514977,241.29469137514977,37773.50159079196,0.0,3955734.5,4627417.4,5089706.466666667,5643307.25,7818412.243333332,1,1,56154691.0,2252982.0,414430999000.0,0.0,100000.0,100000.0,15654510.0,5001654080.0
41,query_es2_8_1.q1.reads,query_es2_8_1,es2,q1.reads,fixed_10: fixed_hf,1,8,1,483006.3788,0.4830063788,367.0,1939.1122627714296,1939.1122627714296,711654.2004371147,0.0,479445.0,489960.19999999995,492999.0,496724.0,508683.9766666667,1,1,1752196.0,469221.0,5156999000.0,0.0,10000.0,10000.0,3670000.0,415294224810.0
42,query_es2_8_1.q2.reads,query_es2_8_1,es2,q2.reads,fixed_10: uar,2,8,1,490525.824,0.490525824,369.1339,1805.0544774466566,1805.0544774466566,666306.7989723464,0.0,486805.0,498312.80000000005,501360.0,505300.65,517250.05666666676,1,1,635362.0,476605.0,5539999000.0,0.0,10000.0,10000.0,3691339.0,420891063121.0
43,query_es2_8_1.q3.reads,query_es2_8_1,es2,q3.reads,"uar_[6,10]: uar",3,8,1,595561.1126,0.5955611126,369.0675,1557.8750584203149,1557.8750584203149,574961.0531235395,0.0,560849.5,686272.0,765310.4666666667,830664.5,955072.4400000002,1,1,1116982.0,453378.0,6419000000.0,0.0,10000.0,10000.0,3690675.0,426909885749.0
44,query_es2_8_1.q4.reads,query_es2_8_1,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,1,595723.2329,0.5957232329000001,369.1568,1558.6034912718203,1558.6034912718203,575369.0773067331,0.0,560344.5,684307.8,760405.0,837570.35,954197.5433333335,1,1,1127033.0,453238.0,6416000000.0,0.0,10000.0,10000.0,3691568.0,433969286868.0
45,query_es2_8_4.load.inserts,query_es2_8_4,es2,load.inserts,load,load,8,4,7741211.80687,7.741211806869998,156.5451,508.05263425290855,508.05263425290855,79533.150434385,0.0,5689099.5,8493983.600000001,12728254.933333332,18313844.699999988,41339474.02666663,4,4,572589633.0,2468717.0,196830000000.0,0.0,100000.0,100000.0,15654510.0,18989989550.0
46,query_es2_8_4.q1.reads,query_es2_8_4,es2,q1.reads,fixed_10: fixed_hf,1,8,4,537965.7883,0.5379657883,366.0,6887.052341597796,6887.052341597796,2520661.1570247933,0.0,532343.0,554952.0,567701.2,581839.25,614591.89,4,4,2735211.0,491518.0,1452000000.0,0.0,10000.0,10000.0,3660000.0,799076579344.0
47,query_es2_8_4.q2.reads,query_es2_8_4,es2,q2.reads,fixed_10: uar,2,8,4,545406.7289,0.5454067289,369.2139,6321.11651145165,6321.11651145165,2333844.0795474583,0.0,544831.0,564318.8,575050.9,584829.05,606498.8666666667,4,4,816235.0,484421.0,1581999000.0000002,0.0,10000.0,10000.0,3692139.0,805881940347.0
48,query_es2_8_4.q3.reads,query_es2_8_4,es2,q3.reads,"uar_[6,10]: uar",3,8,4,627636.629,0.627636629,369.0814,5662.517362693864,5662.517362693864,2089929.835747359,0.0,595222.0,723852.4,799185.9666666667,860562.3999999999,979060.4133333341,4,4,1319158.0,458665.0,1765998999.9999998,0.0,10000.0,10000.0,3690814.0,814915540647.0
49,query_es2_8_4.q4.reads,query_es2_8_4,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,4,626245.9294,0.6262459294,369.0998,5675.368898978433,5675.368898978433,2094777.52553916,0.0,594693.5,721183.8,792694.0,854588.2999999996,984539.1400000004,4,4,1194268.0,458107.0,1762000000.0,0.0,10000.0,10000.0,3690998.0,824794331444.0
50,query_es2_8_8.load.inserts,query_es2_8_8,es2,load.inserts,load,load,8,8,10262362.15358,10.26236215358,156.5451,753.522724387934,753.522724387934,117960.29024158156,0.0,6139215.5,11920984.600000001,18491436.166666664,26340427.4,57591637.26333313,8,8,5089071101.0,2460553.0,132709999000.00002,0.0,100000.0,100000.0,15654510.0,51628927939.0
51,query_es2_8_8.q1.reads,query_es2_8_8,es2,q1.reads,fixed_10: fixed_hf,1,8,8,596595.447,0.5965954469999999,367.0,11695.920112187267,11695.920112187267,4292402.681172727,0.0,548014.5,655145.8,708185.8,775388.45,1022766.6033333335,8,8,10340272.0,494482.0,854999000.0,0.0,10000.0,10000.0,3670000.0,1107129039495.0
52,query_es2_8_8.q2.reads,query_es2_8_8,es2,q2.reads,fixed_10: uar,2,8,8,612776.2958,0.6127762958,369.2132,10537.41890138978,10537.41890138978,3890554.1523226053,0.0,560814.0,688902.6,786150.1333333333,868458.85,1087087.0466666669,8,8,4393666.0,500635.0,948999000.0,0.0,10000.0,10000.0,3692132.0,1115398811882.0
53,query_es2_8_8.q3.reads,query_es2_8_8,es2,q3.reads,"uar_[6,10]: uar",3,8,8,680296.6113,0.6802966113000001,369.1057,10121.457489878543,10121.457489878543,3735887.6518218624,0.0,646903.5,795546.0,883728.0,974886.3999999999,1141677.3133333335,8,8,1612287.0,463960.0,988000000.0,0.0,10000.0,10000.0,3691057.0,1128208479743.0
