,Task,TaskName,Experiment,Phase,Query,QueryNumber,ContentionFactor,ThreadCount,AverageLatency,AverageLatencyMillis,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,ErrorRate,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,LatencyMax,LatencyMin,DurationTotal,ErrorsTotal,OperationsTotal,DocumentsTotal,SizeTotal,OverheadTotal
0,query_es2_1_1.load.inserts,query_es2_1_1,es2,load.inserts,load,load,1,1,4725022.59411,4.72502259411,156.5451,209.25667886477558,209.25667886477558,32758.107718554176,0.0,4654626.0,5057648.6,5294417.766666667,5482200.0,5843013.39,1,1,55841525.0,3275876.0,477881999000.0,0.0,100000.0,100000.0,15654510.0,5465310850.0
1,query_es2_1_1.q1.reads,query_es2_1_1,es2,q1.reads,fixed_10: fixed_hf,1,1,1,503559.8255,0.5035598255,367.0,1851.1662347278784,1851.1662347278784,679378.0081451314,0.0,501775.0,506936.0,513604.06666666665,517685.0,529102.89,1,1,1814034.0,482486.0,5402000000.0,0.0,10000.0,10000.0,3670000.0,478764801882.0
2,query_es2_1_1.q2.reads,query_es2_1_1,es2,q2.reads,fixed_10: uar,2,1,1,504117.9633,0.5041179633,369.1339,1745.2010026528799,1745.2010026528799,644212.8523931679,0.0,502998.0,510472.60000000003,515565.0666666667,520903.4,534586.67,1,1,607864.0,487721.0,5729999000.0,0.0,10000.0,10000.0,3691339.0,484627129353.0
3,query_es2_1_1.q3.reads,query_es2_1_1,es2,q3.reads,"uar_[6,10]: uar",3,1,1,600632.3434,0.6006323434,369.0675,1534.9194167306216,1534.9194167306216,566488.8718342287,0.0,564965.5,689725.8,766243.3333333333,832345.05,957665.4666666677,1,1,1155234.0,459291.0,6515000000.0,0.0,10000.0,10000.0,3690675.0,490854881198.0
4,query_es2_1_1.q4.reads,query_es2_1_1,es2,q4.reads,"uar_[6,10]: uar_alllow",4,1,1,603750.2294,0.6037502294,369.1568,1529.2860573919647,1529.2860573919647,564546.347231434,0.0,568904.0,689330.0,764241.9666666667,840302.7999999999,959025.9233333343,1,1,1115629.0,464395.0,6538999000.0,0.0,10000.0,10000.0,3691568.0,498035342533.0
5,query_es2_1_4.load.inserts,query_es2_1_4,es2,load.inserts,load,load,1,4,14487438.50393,14.48743850393,156.5451,267.9722280764477,267.9722280764477,41949.73924145032,0.0,8172771.0,16020269.0,25035876.099999994,30683215.25,65402059.726666614,4,4,6116369746.0,3865508.0,373172999000.0,0.0,100000.0,100000.0,15654510.0,14387928022.0
6,query_es2_1_4.q1.reads,query_es2_1_4,es2,q1.reads,fixed_10: fixed_hf,1,1,4,543282.1297,0.5432821297,367.0,6640.110650803885,6640.110650803885,2436920.6088450258,0.0,533559.5,558523.0,578668.1333333333,615444.7,718749.7066666668,4,4,2452463.0,490496.0,1505999000.0,0.0,10000.0,10000.0,3670000.0,1504071055425.0
7,query_es2_1_4.q2.reads,query_es2_1_4,es2,q2.reads,fixed_10: uar,2,1,4,546330.6974,0.5463306974,369.1619,6317.123384158802,6317.123384158802,2332041.2710304935,0.0,546232.0,571494.0,583027.4333333333,591987.2,612749.0,4,4,905245.0,489003.0,1582999000.0,0.0,10000.0,10000.0,3691619.0,1510963441873.0
8,query_es2_1_4.q3.reads,query_es2_1_4,es2,q3.reads,"uar_[6,10]: uar",3,1,4,624449.463,0.6244494629999999,369.0822,5757.055703543871,5757.055703543871,2124826.7845865195,0.0,590139.5,716367.0,790446.7,853334.3999999999,956620.4000000001,4,4,1317466.0,461829.0,1736999000.0,0.0,10000.0,10000.0,3690822.0,1519888648502.0
9,query_es2_1_4.q4.reads,query_es2_1_4,es2,q4.reads,"uar_[6,10]: uar_alllow",4,1,4,625283.223,0.6252832229999999,369.1138,5740.52812858783,5740.52812858783,2118908.151549943,0.0,590587.0,719025.6000000001,793110.7666666666,853960.0499999999,956544.7533333336,4,4,1251425.0,459162.0,1742000000.0,0.0,10000.0,10000.0,3691138.0,1529533183108.0
10,query_es2_1_8.load.inserts,query_es2_1_8,es2,load.inserts,load,load,1,8,26801778.10811,26.80177810811,156.5451,283.68794326241135,283.68794326241135,44409.95744680851,0.0,11884659.0,20360756.6,30307622.9,48821179.449999794,170494449.27666658,8,8,16142243792.0,4043425.0,352500000000.0,0.0,100000.0,100000.0,15654510.0,48786367936.0
11,query_es2_1_8.q1.reads,query_es2_1_8,es2,q1.reads,fixed_10: fixed_hf,1,1,8,592254.9506,0.5922549506,370.0,11990.422050865767,11990.422050865767,4436456.158820334,0.0,562608.5,594966.2,641430.6,738460.5499999999,897843.9433333336,8,8,12009906.0,494240.0,833999000.0,0.0,10000.0,10000.0,3700000.0,2865922104793.0
12,query_es2_1_8.q2.reads,query_es2_1_8,es2,q2.reads,fixed_10: uar,2,1,8,591329.0782,0.5913290782,369.0218,11792.45283018868,11792.45283018868,4351672.1698113205,0.0,569320.0,599536.6,667919.8999999999,772167.1999999996,919760.7633333334,8,8,1345940.0,503913.0,848000000.0,0.0,10000.0,10000.0,3690218.0,2874035860077.0
13,query_es2_1_8.q3.reads,query_es2_1_8,es2,q3.reads,"uar_[6,10]: uar",3,1,8,664180.3473,0.6641803472999999,369.1337,11001.112212444677,11001.112212444677,4060881.25509489,0.0,632380.0,763222.8,833280.9666666667,894941.25,1033483.7266666675,8,8,1330687.0,484246.0,908999000.0,0.0,10000.0,10000.0,3691337.0,2886099989838.0
14,query_es2_1_8.q4.reads,query_es2_1_8,es2,q4.reads,"uar_[6,10]: uar_alllow",4,1,8,658428.8139,0.6584288139000001,369.1537,11001.100110011,11001.100110011,4061096.809680968,0.0,625064.5,757978.8,826547.9,890353.8499999999,1036523.9900000002,8,8,1494574.0,478584.0,909000000.0,0.0,10000.0,10000.0,3691537.0,2898683430381.0
15,query_es2_1_16.load.inserts,query_es2_1_16,es2,load.inserts,load,load,1,16,41826836.46595,41.826836465949995,156.5451,355.40391781427985,355.40391781427985,55636.74185462822,0.0,11640597.0,25395686.800000004,39182569.666666664,65022686.09999995,553841001.0233333,16,16,19137694272.0,4007693.0,281369999000.0,0.0,100000.0,100000.0,15654510.0,184504675597.0
16,query_es2_1_16.q1.reads,query_es2_1_16,es2,q1.reads,fixed_10: fixed_hf,1,1,16,804944.6935,0.8049446935,370.0,17035.775127768313,17035.775127768313,6303236.797274277,0.0,695618.0,985973.0,1162041.633333333,1354776.95,1804642.8866666697,16,16,11921691.0,498957.0,587000000.0,0.0,10000.0,10000.0,3700000.0,4689600416299.0
17,query_es2_1_16.q2.reads,query_es2_1_16,es2,q2.reads,fixed_10: uar,2,1,16,823763.7504,0.8237637504,369.1043,16051.390130642265,16051.390130642265,5924637.118197622,0.0,684082.0,1026034.2000000001,1180707.4666666668,1433510.0,1975674.1400000039,16,16,18110000.0,502247.0,622999000.0,0.0,10000.0,10000.0,3691043.0,4701570379977.0
18,query_es2_1_16.q3.reads,query_es2_1_16,es2,q3.reads,"uar_[6,10]: uar",3,1,16,867324.2597,0.8673242597,369.0885,16129.032258064517,16129.032258064517,5953040.322580645,0.0,779930.5,1039854.6000000001,1235706.6333333333,1404192.4499999995,1836069.6666666684,16,16,10584863.0,477451.0,620000000.0,0.0,10000.0,10000.0,3690885.0,4722312532064.0
19,query_es2_1_16.q4.reads,query_es2_1_16,es2,q4.reads,"uar_[6,10]: uar_alllow",4,1,16,881936.0448,0.8819360448,369.1397,15527.950310559007,15527.950310559007,5731982.919254658,0.0,802109.0,1059650.6,1277073.3666666667,1428154.9999999998,1894977.6766666682,16,16,11577812.0,470616.0,644000000.0,0.0,10000.0,10000.0,3691397.0,4742905778214.0
20,query_es2_4_1.load.inserts,query_es2_4_1,es2,load.inserts,load,load,4,1,5539950.12262,5.53995012262,156.5451,178.7364406067745,178.7364406067745,27980.313968431572,0.0,5509850.0,6023768.8,6353854.033333333,6794399.349999998,8641825.526666665,1,1,56801459.0,3611033.0,559483000000.0,0.0,100000.0,100000.0,15654510.0,5571419966.0
21,query_es2_4_1.q1.reads,query_es2_4_1,es2,q1.reads,fixed_10: fixed_hf,1,4,1,485183.3467,0.4851833467,367.0,1930.129691204341,1930.129691204341,708357.5966719931,0.0,483104.0,488458.0,495970.06666666665,498973.2,511849.5033333334,1,1,1814677.0,459987.0,5180999000.0,0.0,10000.0,10000.0,3670000.0,560340256812.0
22,query_es2_4_1.q2.reads,query_es2_4_1,es2,q2.reads,fixed_10: uar,2,4,1,480140.9423,0.4801409423,369.1339,1838.2352941176468,1838.2352941176468,678554.9632352941,0.0,478033.5,484827.80000000005,491405.1333333333,495440.25,508025.1000000001,1,1,597631.0,466452.0,5440000000.0,0.0,10000.0,10000.0,3691339.0,565964046558.0
23,query_es2_4_1.q3.reads,query_es2_4_1,es2,q3.reads,"uar_[6,10]: uar",3,4,1,569339.2302,0.5693392302,369.0675,1623.640201331385,1623.640201331385,599232.8300048709,0.0,532755.5,655346.0,734182.0333333333,801831.2999999999,930898.8766666676,1,1,1123888.0,426823.0,6159000000.0,0.0,10000.0,10000.0,3690675.0,571886811195.0
24,query_es2_4_1.q4.reads,query_es2_4_1,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,1,578800.2612,0.5788002612,369.1568,1600.0,1600.0,590650.88,0.0,543270.0,662909.0,735772.7,814582.0999999999,942264.2033333338,1,1,1134226.0,445440.0,6250000000.0,0.0,10000.0,10000.0,3691568.0,578695372376.0
25,query_es2_4_4.load.inserts,query_es2_4_4,es2,load.inserts,load,load,4,4,9456769.14174,9.456769141740002,156.5451,409.88646145017833,409.88646145017833,64165.71709636431,0.0,6239262.0,11058641.000000002,15926381.733333332,22424173.19999997,39064430.41333331,4,4,6087583248.0,3684015.0,243970000000.0,0.0,100000.0,100000.0,15654510.0,13954303403.0
26,query_es2_4_4.q1.reads,query_es2_4_4,es2,q1.reads,fixed_10: fixed_hf,1,4,4,546759.923,0.5467599230000001,370.0,6811.989100817439,6811.989100817439,2520435.9673024523,0.0,543143.0,558623.4,568251.0,577382.85,605308.2766666666,4,4,2694511.0,493313.0,1468000000.0,0.0,10000.0,10000.0,3700000.0,986595582763.0
27,query_es2_4_4.q2.reads,query_es2_4_4,es2,q2.reads,fixed_10: uar,2,4,4,546120.3619,0.5461203619,369.1263,6414.368184733803,6414.368184733803,2367711.9948685053,0.0,545510.0,561481.6,569872.0666666667,576994.55,591102.0866666667,4,4,789561.0,504693.0,1559000000.0000002,0.0,10000.0,10000.0,3691263.0,993307413789.0
28,query_es2_4_4.q3.reads,query_es2_4_4,es2,q3.reads,"uar_[6,10]: uar",3,4,4,727741.4656,0.7277414655999999,369.069,5099.439061703213,5099.439061703213,1882044.8750637432,0.0,665868.0,910263.0000000001,1050154.7,1173225.4,1351379.0866666667,4,4,2098445.0,459606.0,1960999999.9999998,0.0,10000.0,10000.0,3690690.0,1001970171189.0
29,query_es2_4_4.q4.reads,query_es2_4_4,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,4,726781.9857,0.7267819857000001,369.1072,5076.144708702897,5076.144708702897,1873641.5602241422,0.0,664838.5,911088.2,1050015.7,1167442.8499999996,1353777.6100000006,4,4,1586868.0,459441.0,1969999000.0,0.0,10000.0,10000.0,3691072.0,1012356389064.0
30,query_es2_4_8.load.inserts,query_es2_4_8,es2,load.inserts,load,load,4,8,16011765.15216,16.011765152160002,156.5451,481.58886027946056,481.58886027946056,75390.37629133418,0.0,8483998.5,16266915.400000006,24620296.366666663,34416876.649999976,97684614.76333332,8,8,8106150985.0,3826313.0,207645999000.0,0.0,100000.0,100000.0,15654510.0,46706916169.0
31,query_es2_4_8.q1.reads,query_es2_4_8,es2,q1.reads,fixed_10: fixed_hf,1,4,8,604248.1668,0.6042481668,370.0,11013.215859030837,11013.215859030837,4074889.8678414095,0.0,558818.0,596964.2,679897.0,733823.1499999999,861340.8166666671,8,8,12214220.0,506167.0,908000000.0,0.0,10000.0,10000.0,3700000.0,1706945890438.0
32,query_es2_4_8.q2.reads,query_es2_4_8,es2,q2.reads,fixed_10: uar,2,4,8,597869.6593,0.5978696593,369.082,11235.955056179775,11235.955056179775,4146988.7640449437,0.0,563732.5,619828.0000000001,690773.2666666667,774378.6999999997,903606.4300000004,8,8,9942051.0,505716.0,890000000.0,0.0,10000.0,10000.0,3690820.0,1715640276635.0
33,query_es2_4_8.q3.reads,query_es2_4_8,es2,q3.reads,"uar_[6,10]: uar",3,4,8,717269.6019,0.7172696019,369.0684,9132.4200913242,9132.4200913242,3370487.671232877,0.0,654819.0,834280.0,930818.6333333333,1024797.8499999999,1260960.4566666668,8,8,11928453.0,467957.0,1095000000.0,0.0,10000.0,10000.0,3690684.0,1728011671139.0
34,query_es2_4_8.q4.reads,query_es2_4_8,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,8,702635.7677,0.7026357677,369.1048,10277.502854576418,10277.502854576418,3793475.635637858,0.0,657453.0,832685.8,923332.0666666667,1024176.2499999995,1210022.4133333338,8,8,10106157.0,480642.0,972999000.0,0.0,10000.0,10000.0,3691048.0,1742065461734.0
35,query_es2_4_16.load.inserts,query_es2_4_16,es2,load.inserts,load,load,4,16,25634286.51707,25.634286517070002,156.5451,576.3522698271074,576.3522698271074,90225.1237153115,0.0,11233384.0,21972896.800000004,33158496.033333335,50225934.84999995,173596750.49333328,16,16,15136415234.0,4217481.0,173504999000.0,0.0,100000.0,100000.0,15654510.0,175782759169.0
36,query_es2_4_16.q1.reads,query_es2_4_16,es2,q1.reads,fixed_10: fixed_hf,1,4,16,799351.7979,0.7993517979000001,367.0,17543.85964912281,17543.85964912281,6438596.491228071,0.0,685394.5,962140.8,1084074.7,1311355.65,1773577.3600000031,16,16,19891526.0,486196.0,570000000.0,0.0,10000.0,10000.0,3670000.0,2955500496489.0
37,query_es2_4_16.q2.reads,query_es2_4_16,es2,q2.reads,fixed_10: uar,2,4,16,830233.8268,0.8302338267999999,369.1107,15898.25119236884,15898.25119236884,5868214.626391097,0.0,682133.5,1020462.3999999999,1187507.2,1421482.4,2112008.736666668,16,16,21095486.0,494885.0,629000000.0,0.0,10000.0,10000.0,3691107.0,2967119226398.0
38,query_es2_4_16.q3.reads,query_es2_4_16,es2,q3.reads,"uar_[6,10]: uar",3,4,16,922357.6701,0.9223576701,369.0547,15361.006698935022,15361.006698935022,5669051.718973455,0.0,860979.5,1107238.8000000003,1332653.1666666665,1510773.5499999998,2006348.2900000038,16,16,3954793.0,468852.0,650999000.0,0.0,10000.0,10000.0,3690547.0,2987417955633.0
39,query_es2_4_16.q4.reads,query_es2_4_16,es2,q4.reads,"uar_[6,10]: uar_alllow",4,4,16,919240.3743,0.9192403743,369.106,14513.809163728829,14513.809163728829,5357134.045187294,0.0,823388.5,1090477.6,1307129.9333333333,1506864.0499999998,2152946.496666668,16,16,15112307.0,469598.0,688999000.0,0.0,10000.0,10000.0,3691060.0,3008000823141.0
40,query_es2_8_1.load.inserts,query_es2_8_1,es2,load.inserts,load,load,8,1,5490397.20698,5.490397206980001,156.5451,180.41130201106517,180.41130201106517,28242.5053144524,0.0,5590817.5,5928609.8,6083346.066666666,6231249.5,6817992.979999999,1,1,57869407.0,3761238.0,554288999000.0,0.0,100000.0,100000.0,15654510.0,5334617402.0
41,query_es2_8_1.q1.reads,query_es2_8_1,es2,q1.reads,fixed_10: fixed_hf,1,8,1,500456.282,0.500456282,367.0,1867.0649738610905,1867.0649738610905,685212.8454070202,0.0,498085.5,502753.0,511095.06666666665,515255.19999999995,525363.2266666667,1,1,1755039.0,488116.0,5356000000.0,0.0,10000.0,10000.0,3670000.0,555166827406.0
42,query_es2_8_1.q2.reads,query_es2_8_1,es2,q2.reads,fixed_10: uar,2,8,1,506128.4308,0.5061284308,369.1339,1745.2010026528799,1745.2010026528799,644212.8523931679,0.0,504189.0,509207.80000000005,516559.43333333335,520928.0,532446.1733333333,1,1,638290.0,494303.0,5729999000.0,0.0,10000.0,10000.0,3691339.0,560980460549.0
43,query_es2_8_1.q3.reads,query_es2_8_1,es2,q3.reads,"uar_[6,10]: uar",3,8,1,589827.7399,0.5898277399,369.0675,1567.152483936687,1567.152483936687,578385.0493653032,0.0,553759.0,675546.4,750922.8999999999,818588.2999999999,946730.3333333342,1,1,1101045.0,456060.0,6381000000.0,0.0,10000.0,10000.0,3690675.0,567213276583.0
44,query_es2_8_1.q4.reads,query_es2_8_1,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,1,592984.306,0.592984306,369.1568,1560.0626458756078,1560.0626458756078,575907.7341509726,0.0,557956.5,677544.4,748032.7666666666,823634.9999999999,948660.893333334,1,1,1090739.0,459843.0,6409999000.0,0.0,10000.0,10000.0,3691568.0,574282559535.0
45,query_es2_8_4.load.inserts,query_es2_8_4,es2,load.inserts,load,load,8,4,9993699.24937,9.993699249370001,156.5451,396.02705656850475,396.02705656850475,61996.09517322223,0.0,7460113.5,13110376.600000003,15603973.666666666,20393599.799999997,34036416.07999998,4,4,1078689646.0,3927463.0,252508000000.0,0.0,100000.0,100000.0,15654510.0,14690288658.0
46,query_es2_8_4.q1.reads,query_es2_8_4,es2,q1.reads,fixed_10: fixed_hf,1,8,4,538216.7464,0.5382167464000001,370.0,6891.798759476223,6891.798759476223,2549965.5410062023,0.0,535427.0,549470.4,558915.0666666667,566670.6,584665.0,4,4,2325458.0,497429.0,1451000000.0,0.0,10000.0,10000.0,3700000.0,1021188671192.0
47,query_es2_8_4.q2.reads,query_es2_8_4,es2,q2.reads,fixed_10: uar,2,8,4,542035.0141,0.5420350141000001,369.083,6493.506493506493,6493.506493506493,2396642.8571428573,0.0,539427.0,554557.2,564497.0,573038.0,590377.78,4,4,818508.0,506578.0,1540000000.0,0.0,10000.0,10000.0,3690830.0,1027866321633.0
48,query_es2_8_4.q3.reads,query_es2_8_4,es2,q3.reads,"uar_[6,10]: uar",3,8,4,634169.8556,0.6341698555999999,369.0453,5753.739930955121,5753.739930955121,2123390.678941312,0.0,597743.5,725657.4,808637.8,882351.0,1013506.2633333341,4,4,1494675.0,478008.0,1738000000.0,0.0,10000.0,10000.0,3690453.0,1036611588110.0
49,query_es2_8_4.q4.reads,query_es2_8_4,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,4,629018.2939,0.6290182939000001,369.1023,5813.9534883720935,5813.9534883720935,2145943.604651163,0.0,591897.0,722694.4,803212.0333333333,872646.8999999999,1016465.5866666669,4,4,1182631.0,469688.0,1720000000.0,0.0,10000.0,10000.0,3691023.0,1046253316615.0
50,query_es2_8_8.load.inserts,query_es2_8_8,es2,load.inserts,load,load,8,8,12381292.02069,12.38129202069,156.5451,635.3038340586386,635.3038340586386,99453.70223309298,0.0,8036791.5,14139700.200000003,20093423.46666667,28200678.9,61817432.603333294,8,8,5105205148.0,3708531.0,157405000000.0,0.0,100000.0,100000.0,15654510.0,46012224204.0
51,query_es2_8_8.q1.reads,query_es2_8_8,es2,q1.reads,fixed_10: fixed_hf,1,8,8,597993.6245,0.5979936244999999,370.0,11750.881316098708,11750.881316098708,4347826.0869565215,0.0,577558.0,613364.4,657132.0,718157.5999999996,930693.200000002,8,8,11814543.0,508321.0,851000000.0,0.0,10000.0,10000.0,3700000.0,1303230407469.0
52,query_es2_8_8.q2.reads,query_es2_8_8,es2,q2.reads,fixed_10: uar,2,8,8,596914.8243,0.5969148243,369.1791,11350.737797956866,11350.737797956866,4190455.164585698,0.0,580540.0,611710.6000000001,674066.2,719800.25,858780.5333333337,8,8,1358341.0,515706.0,881000000.0,0.0,10000.0,10000.0,3691791.0,1311432751359.0
53,query_es2_8_8.q3.reads,query_es2_8_8,es2,q3.reads,"uar_[6,10]: uar",3,8,8,678225.8123,0.6782258123,369.077,10683.760683760684,10683.760683760684,3943130.3418803415,0.0,637363.0,770976.0,852793.9666666666,924728.1499999999,1065102.6966666672,8,8,9868678.0,483133.0,936000000.0,0.0,10000.0,10000.0,3690770.0,1323510243199.0
54,query_es2_8_8.q4.reads,query_es2_8_8,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,8,687913.2147,0.6879132147,369.1373,10341.272328099614,10341.272328099614,3817349.3457594058,0.0,648411.0,783222.0,868297.8666666667,939615.85,1082226.37,8,8,9214787.0,481828.0,966999000.0,0.0,10000.0,10000.0,3691373.0,1336076370140.0
55,query_es2_8_16.load.inserts,query_es2_8_16,es2,load.inserts,load,load,8,16,18290673.09537,18.29067309537,156.5451,832.4246031415704,832.4246031415704,130311.99274125746,0.0,9821281.0,18327183.600000005,27142718.699999996,39449165.54999999,102409713.16333319,16,16,9113001359.0,3984816.0,120131000000.0,0.0,100000.0,100000.0,15654510.0,186134422452.0
56,query_es2_8_16.q1.reads,query_es2_8_16,es2,q1.reads,fixed_10: fixed_hf,1,8,16,771016.5575,0.7710165575,365.0,18484.32252185309,18484.32252185309,6746777.720476378,0.0,667308.5,952976.6000000001,1074336.5666666667,1295471.25,1648778.1233333338,16,16,2695071.0,496279.0,540999000.0,0.0,10000.0,10000.0,3650000.0,2111121237757.0
57,query_es2_8_16.q2.reads,query_es2_8_16,es2,q2.reads,fixed_10: uar,2,8,16,811448.5853,0.8114485853,369.1439,16339.869281045752,16339.869281045752,6031763.071895425,0.0,688391.0,1017863.8,1099134.0666666667,1339459.6999999997,1771017.1966666677,16,16,18841168.0,496163.0,612000000.0,0.0,10000.0,10000.0,3691439.0,2122380125317.0
58,query_es2_8_16.q3.reads,query_es2_8_16,es2,q3.reads,"uar_[6,10]: uar",3,8,16,889320.4647,0.8893204647,369.1015,15243.90243902439,15243.90243902439,5626547.256097561,0.0,774468.0,1028152.6000000001,1204011.4333333333,1382716.75,1959269.8600000013,16,16,20395528.0,464944.0,656000000.0,0.0,10000.0,10000.0,3691015.0,2143030521843.0
59,query_es2_8_16.q4.reads,query_es2_8_16,es2,q4.reads,"uar_[6,10]: uar_alllow",4,8,16,864461.8088,0.8644618087999999,369.0997,16556.31880185232,16556.31880185232,6110932.302868051,0.0,793031.5,1050428.8,1208349.5,1379711.1999999997,1751909.9633333355,16,16,2893924.0,467070.0,603999000.0,0.0,10000.0,10000.0,3690997.0,2164250056629.0
60,query_es2_16_1.load.inserts,query_es2_16_1,es2,load.inserts,load,load,16,1,5284895.07213,5.284895072130001,156.5451,187.4677793269303,187.4677793269303,29347.162261512236,0.0,5325920.0,5761869.6,5948006.133333333,6129342.85,6669661.329999999,1,1,60074548.0,3695389.0,533424998999.99994,0.0,100000.0,100000.0,15654510.0,5020443762.0
61,query_es2_16_1.q1.reads,query_es2_16_1,es2,q1.reads,fixed_10: fixed_hf,1,16,1,483311.3787,0.4833113787,367.0,1936.4833462432225,1936.4833462432225,710689.3880712626,0.0,481172.0,485771.0,491909.0,495767.05,507292.92,1,1,2082366.0,473939.0,5164000000.0,0.0,10000.0,10000.0,3670000.0,534298458570.0
62,query_es2_16_1.q2.reads,query_es2_16_1,es2,q2.reads,fixed_10: uar,2,16,1,481614.2451,0.48161424509999995,369.1339,1833.180568285976,1833.180568285976,676689.0925756186,0.0,482956.0,488183.0,493410.0,498817.65,510851.4733333333,1,1,1276659.0,464289.0,5455000000.0,0.0,10000.0,10000.0,3691339.0,539909373775.0
63,query_es2_16_1.q3.reads,query_es2_16_1,es2,q3.reads,"uar_[6,10]: uar",3,16,1,567142.4486,0.5671424486,369.0675,1629.1951775822745,1629.1951775822745,601282.991202346,0.0,530411.5,657070.0,735913.0,808132.9499999997,935721.666666667,1,1,1094956.0,425570.0,6138000000.0,0.0,10000.0,10000.0,3690675.0,545880087046.0
64,query_es2_16_1.q4.reads,query_es2_16_1,es2,q4.reads,"uar_[6,10]: uar_alllow",4,16,1,576874.8828,0.5768748827999999,369.1568,1604.6213093709885,1604.6213093709885,592356.867779204,0.0,539502.5,666304.0,742564.9,820294.35,947300.6433333333,1,1,1106328.0,429730.0,6232000000.0,0.0,10000.0,10000.0,3691568.0,552699712607.0
65,query_es2_16_4.load.inserts,query_es2_16_4,es2,load.inserts,load,load,16,4,8154548.63295,8.154548632950002,156.5451,485.32145501954125,485.32145501954125,75974.69570817958,0.0,6773890.5,10083010.200000001,12469009.799999999,15648711.45,23530094.226666622,4,4,308179951.0,3767967.0,206048999000.0,0.0,100000.0,100000.0,15654510.0,14229864524.0
66,query_es2_16_4.q1.reads,query_es2_16_4,es2,q1.reads,fixed_10: fixed_hf,1,16,4,532431.4759,0.5324314759,367.0,6958.947083470482,6958.947083470482,2553933.5796336667,0.0,530001.0,543637.8,552352.7,560207.25,577708.5033333334,4,4,1795491.0,495118.0,1436999000.0000002,0.0,10000.0,10000.0,3670000.0,835334811938.0
67,query_es2_16_4.q2.reads,query_es2_16_4,es2,q2.reads,fixed_10: uar,2,16,4,540765.2237,0.5407652237,369.1282,6514.662224535651,6514.662224535651,2404745.5405508406,0.0,538407.0,552672.4,561156.0666666667,569396.6,585744.0933333337,4,4,768580.0,502272.0,1534999000.0,0.0,10000.0,10000.0,3691282.0,841961297010.0
68,query_es2_16_4.q3.reads,query_es2_16_4,es2,q3.reads,"uar_[6,10]: uar",3,16,4,626537.88,0.6265378799999999,369.1211,5861.668148691763,5861.668148691763,2163665.394880067,0.0,589793.5,720408.0,793993.2666666666,859122.0999999999,964669.1400000004,4,4,1214738.0,463865.0,1705999000.0,0.0,10000.0,10000.0,3691211.0,850655594780.0
69,query_es2_16_4.q4.reads,query_es2_16_4,es2,q4.reads,"uar_[6,10]: uar_alllow",4,16,4,630732.598,0.6307325979999999,369.1737,5783.69333932524,5783.69333932524,2135187.469744054,0.0,594048.0,722114.6,793911.8999999999,863309.6499999999,989814.0366666671,4,4,10776440.0,462585.0,1728999000.0,0.0,10000.0,10000.0,3691737.0,860152379812.0
70,query_es2_16_8.load.inserts,query_es2_16_8,es2,load.inserts,load,load,16,8,9685546.98638,9.68554698638,156.5451,810.8195764278533,810.8195764278533,126929.83167385594,0.0,7486939.5,11933215.2,14999518.633333333,20259063.94999999,37534937.019999996,8,8,1078395817.0,3869858.0,123332000000.0,0.0,100000.0,100000.0,15654510.0,47506146629.0
71,query_es2_16_8.q1.reads,query_es2_16_8,es2,q1.reads,fixed_10: fixed_hf,1,16,8,604912.6429,0.6049126429,366.0,11876.498665675374,11876.498665675374,4346798.511637187,0.0,567946.0,631631.8,719299.6,818234.3,1058482.750000001,8,8,12739570.0,486886.0,841999000.0,0.0,10000.0,10000.0,3660000.0,1033147253034.0
72,query_es2_16_8.q2.reads,query_es2_16_8,es2,q2.reads,fixed_10: uar,2,16,8,594297.6903,0.5942976903,369.1443,11467.88990825688,11467.88990825688,4233306.192660551,0.0,565276.0,610243.2,689500.1333333333,785220.2499999999,1049414.5866666688,8,8,1609971.0,494377.0,872000000.0,0.0,10000.0,10000.0,3691443.0,1041339686759.0
73,query_es2_16_8.q3.reads,query_es2_16_8,es2,q3.reads,"uar_[6,10]: uar",3,16,8,680588.1576,0.6805881576,369.069,10362.705039072578,10362.705039072578,3824553.186065478,0.0,645609.5,791249.2,877210.5666666667,954141.5499999999,1152656.2066666675,8,8,1777646.0,476515.0,964999000.0,0.0,10000.0,10000.0,3690690.0,1053651309173.0
74,query_es2_16_8.q4.reads,query_es2_16_8,es2,q4.reads,"uar_[6,10]: uar_alllow",4,16,8,675389.2929,0.6753892928999999,369.0868,10695.1871657754,10695.1871657754,3947452.406417112,0.0,636211.0,773648.6,852402.0666666667,935300.5,1089299.8466666671,8,8,9952379.0,480848.0,935000000.0,0.0,10000.0,10000.0,3690868.0,1066742934797.0
